,tweet,label
1619,"['iyo', 'bayita', 'sleep', 'tight']",neutral
1620,"['ikiganiro', 'ibitabonamateka', 'mu', 'gikurikira', 'buri', 'wa', 'gatatu', 'hrhr', 'ku', 'isango', 'star', 'tv', 'host']",neutral
1621,"['stretch', 'imufashe', 'cyane', 'uriya', 'ni', 'umubiri', 'tsu', 'wibumbuye']",neutral
1622,"['ikiganiro', 'cyumuryango', 'imbogamizi', 'zigihari', 'mu', 'gushyira', 'mu', 'bikorwa', 'ihame', 'ryuburinganire', 'nubwuzuzanye', 'mu', 'muryango', 'kurikira', 'ikiganiro', 'kuri', 'radio', 'rwanda']",neutral
1623,"['si', 'byo', 'ni', 'divider']",neutral
1624,"['kuki', 'utumva', 'ko', 'ibyunzwe', 'ari', 'ukunanirwa', 'nonese', 'uragirango', 'ibyo', 'bya', 'gaz', 'abirebe', 'ate', 'kandi', 'yahutagijwe', 'mu', 'mirimo', 'yose']",neutral
1625,"['nugira', 'isoni', 'uri', 'kwiga', 'ikinyabupfura', 'nyamirambo']",neutral
1626,"['murakoze', 'namwe', 'burya', 'turagakorana', 'mutaduhaye', 'amakuru', 'ntitwabona', 'icyo', 'dutangaza']",neutral
1627,"['kuberiki', 'umugabane', 'w', 'africa', 'wasigaye', 'inyuma', 'mu', 'mpande', 'zose', 'ugereranyije', 'nindi', 'migabane', 'yisi', 'ndi', 'gukora', 'ubushakashatsi', 'ibizavamo', 'nzababwira']",neutral
1628,"['perezida', 'wubufaransa', 'bwana', 'macron', 'yanenze', 'ibihugu', 'bya', 'afurika', 'kubera', 'imyitwarire', 'bwagize', 'ku', 'ntambara', 'yuburusiya', 'na', 'ukraine']",neutral
1629,"['seriye', 'kandi', 'kereka', 'niba', 'wavuye', 'i', 'yerusalemu']",neutral
1630,"['muraho', 'neza', 'rwot', 'ikaze', 'cyane', 'muri', 'konekt', 'muri', 'oldschoolthirstday', 'hamwe', 'nanjye', 'na', 'kuri', 'kuva', 'kugeza', 'hrs', 'uyu', 'munsi', 'ni', 'old', 'school', 'nyinshi', 'konekt', 'djadamsrwanda', 'sweetmemories', 'greatmoments']",neutral
1631,"['niba', 'kitarakemuka', 'unyandikire', 'inbox', 'umbwire', 'urakoze']",neutral
1632,"['cyokora', 'nanjye', 'sinari', 'nzi', 'ko', 'dufite', 'global', 'artiste']",neutral
1633,"['friendly', 'game', 'result', 'inter', 'miami', 'barcelona', 'iyi', 'barcelona', 'izatanga', 'akazi', 'cyane', 'uyu', 'mwaka', 'fm']",neutral
1634,"['abitabiriye', 'inama', 'batanze', 'ibitekerezo', 'bigamije', 'kunoza', 'imikorere', 'no', 'guteza', 'imbere', 'ubucuruzi', 'hagati', 'ya', 'nibindi', 'bice', 'bitandukanye']",neutral
1635,"['ni', 'mwiza', 'aranabikwiye', 'ariko', 'ikibazo', 'nuko', 'twamumenye', 'mbere', 'yikizamini', 'amarushanwa']",neutral
1636,"['reka', 'noneho', 'tuganire', 'ku', 'igipimo', 'cyitangazamakuru', 'ese', 'ukibona', 'he', 'wowe', 'ni', 'h', 'tanga', 'ibitekerezo', 'byawe']",neutral
1637,"['imwe', 'mu', 'mihango', 'ijyanye', 'nubukwe', 'yaba', 'hari', 'uruhare', 'igira', 'mu', 'gusenya', 'umuryango', 'umva', 'ikiganiro', 'cyumuryango', 'hamwe', 'na', 'colette', 'mukandemezo']",neutral
1638,"['ikinamico', 'mwarampemukiye', 'igice', 'cya', 'gatatu', 'kuri', 'ntucikwe', 'nisa', 'h']",neutral
1639,"['umuntu', 'ufite', 'ubwenge', 'abasha', 'kwihahira', 'ibyo', 'arya', 'akanugurira', 'imyenda', 'muri', 'make', 'umuntu', 'ufite', 'ubwenge', 'abasha', 'kwitunga']",neutral
1640,"['iyo', 'sport', 'ni', 'utamu']",neutral
1641,"['afande', 'amp', 'police', 'plz', 'dont', 'worry', 'i', 'nyamirambo', 'noneho', 'ntituri', 'burare', 'mu', 'muhanda', 'uyu', 'munsi', 'kubera', 'amavubi']",neutral
1642,"['gutorwa', 'ubanza', 'bibanzirizwa', 'no', 'kwiyamamaza', 'iyo', 'ndebye', 'intonde', 'zabiyamamaza', 'ni', 'gake', 'mbonaho', 'abagore', 'sinzi', 'impamvu']",neutral
1643,"['isaha', 'yamakuru', 'magufi', 'yo', 'kuri', 'uyu', 'wa', 'gatanu', 'shyira', 'kuri', 'fm', 'fm', 'uri', 'kumva', 'isangostar']",neutral
1644,"['biravugwa', 'live', 'ibivugwa', 'ku', 'isi', 'yose', 'imirimo', 'ivunanye', 'ikoreshwa', 'abana', 'bari', 'm']",neutral
1645,"['wap', 'bro', 'pamella', 'kuba', 'yemera', 'ben', 'byo', 'ntitubigarukaho']",neutral
1646,"['amahame', 'ngenderwaho', 'mu', 'gucoca', 'amakimbirane', 'hagati', 'yabashakanye', 'ubaye', 'utegereye', 'tvradio', 'kurikira', 'hano']",neutral
1647,"['nawe', 'irebere', 'ibintu', 'byatangaje', 'abanyamahanga', 'nabanyandwa', 'abantu', 'byifashe', 'kumunwa', 'neza', 'neza', 'umuhungu', 'stabilize']",neutral
1648,"['vua', 'ati', 'videos', 'ahubwo']",neutral
1649,"['ntimureba', 'aho', 'amasaha', 'ajyeze', 'kandi', 'ubwo', 'umucuruzi', 'arimo', 'gufungura', 'iduka']",neutral
1650,"['hahhh', 'ibyo', 'ntibishoboka', 'kuko', 'burya', 'ni', 'kimwe', 'kiba', 'gikora', 'ikindi', 'kiba', 'kiri', 'aho', 'gusa', 'hari', 'ikiganza', 'ikindi']",neutral
1651,"['bimwe', 'mubigo', 'bikomeye', 'byitabiriye', 'space', 'ya', 'kem', 'kuri', 'bombori', 'bombori', 'muri', 'missrwanda', 'harimo', 'bk', 'undp', 'newtimes']",neutral
1652,"['hari', 'training', 'ya', 'nagiyemo', 'mugangana', 'wari', 'prosecutor', 'general', 'aduhamiriza', 'ko', 'mu', 'nshingano', 'zubushinjacyaha', 'harimo', 'no', 'gushaka', 'ibimenyetso', 'bishinjura', 'uregwa']",neutral
1653,"['dufite', 'fullgeneral', 'olivier', 'mwizamu', 'na', 'ltd', 'private', 'sugira', 'intsinziamavubi']",neutral
1654,"['ba', 'nyiribikamyo', 'banyonzi', 'birabujijwe', 'gufata', 'ku', 'modoka', 'kuko', 'biteza', 'impanuka', 'abanyonzi']",neutral
1655,"['olala', 'olala', 'ntibiza', 'koroha', 'pe', 'iyi', 'shampiyona', 'ntiza', 'koroha', 'biyanze', 'mu', 'nda']",neutral
1656,"['uri', 'kid', 'wasorezaho', 'hataryoshye']",neutral
1657,"['ikibazo', 'ariko', 'wasanga', 'atari', 'mtn', 'nonese', 'niba', 'itanga', 'serivisi', 'kandi', 'ikaba', 'iyitangaho', 'amafaranga', 'nkikigo', 'cyubucuruzi', 'urumva', 'cyatanga', 'serivisi', 'yubuntu']",neutral
1658,"['uyu', 'munt', 'yigisha', 'sciences']",neutral
1659,"['mu', 'kanya', 'perezida', 'wa', 'repubulika', 'paul', 'kagame', 'aragirana', 'ikiganiro', 'na', 'rba', 'muragikurikira', 'ku', 'bitangazamakuru', 'byacu', 'no', 'ku', 'mbuga', 'nkoranyambaga']",neutral
1660,"['nkizi', 'milliyari', 'zose', 'ngo', 'sibampamo', 'imwe', 'ngo', 'mbatunganyirize', 'umugezi', 'wa', 'nyabarongo', 'nigishanga', 'cya', 'nyabugogo', 'ngo', 'bigirire', 'umusaruro', 'igihugu']",neutral
1661,"['uyu', 'munsi', 'ngo', 'yesterday', 'zari', 'degree', 'celsius', 'none', 'ngo', 'ziragera', 'kuri', 'uyumunsi', 'ibi', 'bintu', 'turabyita', 'ngwiki']",neutral
1662,"['radiorubavu', 'intashyonamuzika', 'buri', 'munsi', 'kuva', 'kuwa', 'kugera', 'kuwa', 'guhera', 'saa', 'h', 'h', 'hamwe', 'na', 'fabrice', 'fabzo']",neutral
1663,"['mwageze', 'aho', 'mujya', 'we', 'ko', 'muhita', 'mutandukana', 'mwaganira', 'gute']",neutral
1664,"['waha', 'umuntu', 'ikaze', 'mu', 'rugo', 'rutari', 'urwawe', 'gute', 'se', 'ben']",neutral
1665,"['baturage', 'ba', 'butaro', 'mwihanganire', 'izo', 'nyoni', 'zidasanzwe', 'cyane', 'cyane', 'kubegereye', 'urugezi']",neutral
1666,"['nonese', 'ubona', 'ibyo', 'yaharanira', 'twadabyimakaje', 'nyuma', 'yubwigenge', 'cg', 'turacyabirwanya']",neutral
1667,"['uyu', 'munsi', 'nijoro', 'kuri', 'tv', 'ya', 'rtv', 'turatangira', 'isabato', 'na', 'kuba', 'islam', 'mwese', 'juma', 'mubarak']",neutral
1668,"['abatekerezako', 'aruko', 'mushaka', 'ko', 'tuba', 'ntago', 'byakunda']",neutral
1669,"['duty', 'ni', 'filime', 'nyarwanda', 'ikoranye', 'ubuhanga', 'budasanzwe', 'nubwo', 'itakoreshejwe', 'amafaranga', 'menshi', 'yatunganyijwe', 'na', 'reba', 'frame', 'menya', 'rwanda', 'rwandan', 'rwot']",neutral
1670,"['iyo', 'ukiri', 'mu', 'nkiko', 'se']",neutral
1671,"['mangog', 'gura', 'internet', 'yamafaranga', 'ibihumbi', 'ku', 'mwaka', 'wose', 'uhabwe', 'telefoni', 'yubuntu', 'jyana', 'nibigezweho']",neutral
1672,"['guverineri', 'yayibikujeho', 'ibidasanzwe', 'kuri', 'atm', 'na', 'moto', 'yumunyu', 'byakozwe', 'nabiga', 'ku', 'nkombo']",neutral
1673,"['ni', 'kumugina', 'tukomeje', 'ubukanguramba', 'aho', 'twarebeye', 'hamwe', 'abatubahiriza', 'amabwiriza', 'yo', 'kwirinda', 'no', 'kurinda', 'abandi', 'kubufatanye', 'ninzego', 'zitandukanye']",neutral
1674,"['nyuma', 'yimyaka', 'itatu', 'akinira', 'ikipe', 'ya', 'umunya', 'liberia', 'herron', 'berian', 'scarla', 'wakinaga', 'mu', 'kibuga', 'hagati', 'yatandukanye', 'niyi', 'kipe']",neutral
1675,"['mwari', 'mutarava', 'gufata', 'akantu', 'iyo', 'mugafata', 'mwari', 'kumwumvisha']",neutral
1676,"['amatora', 'gahunda', 'yo', 'kwiyamamaza', 'kwabahatanira', 'kuba', 'abajyanama', 'bakarere', 'yatangiye', 'kuri', 'iki', 'cyumweru', 'dore', 'kuzirikana']",neutral
1677,"['iki', 'gikorwa', 'cyihererekanyabubasha', 'ni', 'cyo', 'giha', 'komite', 'nyobozi', 'zatowe', 'ububasha', 'bwo', 'gutangira', 'inshingano', 'batorewe', 'umudugudunifuza']",neutral
1678,"['mani', 'nonex', 'ni', 'make']",neutral
1679,"['nonaha', 'turi', 'kumwe', 'n', 'umuyobozi', 'wishami', 'ryimiyoborere', 'myiza', 'ndeze', 'yvetter', 'umuhuzabikorwa', 'wumusigire', 'munzu', 'yubufasha', 'ku', 'mategeko', 'mu', 'karere', 'ka']",neutral
1680,"['ubwo', 'x', 'mumusubije', 'iki', 'mubyukuri', 'nonese', 'kwica', 'amabwiriza', 'ya', 'covid', 'bihuriyehe', 'namande', 'ya', 'trafic']",neutral
1681,"['habereye', 'siporo', 'rusange', 'aho', 'abitabiriye', 'bashishikarijwe', 'kurwanya', 'indwara', 'zitandura', 'kwikingiza', 'covid', 'uko', 'bagomba', 'kwitwara', 'mu', 'gihe', 'cyo', 'kwibuka']",neutral
1682,"['iyo', 'iyo', 'iyo', 'c', 'ni', 'umukobwa']",neutral
1683,"['nyine', 'niwawunywa', 'ariko', 'uzirirwe', 'phone', 'ntamuriro', 'urimo', 'kuva', 'mugitondo', 'kugeza', 'goroba', 'uzambwira', 'uko', 'bimez']",neutral
1684,"['nge', 'ntag', 'nkoresha', 'tecno']",neutral
1685,"['ndumva', 'iyomvura', 'arinkimwe', 'yo', 'kubwa', 'nowa']",neutral
1686,"['nawe', 'urakatwa', 'iyo', 'wohereje', 'kuri', 'momo']",neutral
1687,"['umutwe', 'uri', 'kurya', 'iki', 'ma']",neutral
1688,"['yiii', 'nabo', 'bakora', 'ibintu', 'bafite', 'inganda', 'zikaze', 'njye', 'nemera', 'ibintu', 'bakora', 'nka', 'snacks', 'biscuits', 'mayo']",neutral
1689,"['jurgen', 'klopp', 'yongeye', 'gusangwamo', 'covid', 'ntahangana', 'na', 'chelsea', 'fc', 'via']",neutral
1690,"['aho', 'ndumva', 'ari', 'sawa', 'ariko', 'se', 'ubwo', 'ntimukosha', 'kubera', 'na', 'transport', 'yo', 'kubitugezaho']",neutral
1691,"['abanyamakuru', 'rwose', 'ni', 'mugira', 'amahirwe', 'yo', 'guhura', 'ramos', 'muzamubaze', 'ibi', 'bintu', 'byaratubabaje', 'rwose']",neutral
1692,"['oya', 'se', 'kand', 'i', 'think', 'this', 'is', 'soo', 'faster', 'to', 'fail', 'naringiyeyo', 'nange', 'mukanya', 'ahubwo', 'ubwo', 'reka', 'mbe', 'mbiretse']",neutral
1693,"['umurongo', 'waguteye', 'ubwoba', 'uvuga', 'ngo', 'iki']",neutral
1694,"['kumbi', 'muri', 'ni', 'bilaya', 'njye', 'nivugira', 'amazi', 'yo', 'gukora', 'imirimo', 'yo', 'murugo', 'no', 'koga', 'as', 'in', 'isuku']",neutral
1695,"['ase', 'mhn', 'ubu', 'wanguriye', 'nange']",neutral
1696,"['igicuruzo', 'cyose', 'waba', 'ugezeho', 'income', 'tax', 'ibarwa', 'ku', 'nyungu']",neutral
1697,"['cyane', 'rwose', 'nonese', 'buriya', 'ninde', 'uzayihagarika', 'ko', 'mbona', 'ikataje', 'reka', 'dukomeze', 'tuyiruke', 'inyuma', 'wenda', 'ahari', 'izagera', 'aho', 'inanirwe']",neutral
1698,"['niba', 'umugore', 'aruwawe', 'ninde', 'wundi', 'wo', 'kumugushyirira', 'kumurongo', 'mugihe', 'yatannye']",neutral
1699,"['cg', 'bahawe', 'akazi', 'ko', 'kubabarira', 'amezi', 'bazabyarira']",neutral
1700,"['abacuruza', 'services', 'bose', 'ariko', 'niko', 'bigenda', 'burya', 'baba', 'bacuruje', 'igihe', 'uwaguze', 'yamaze', 'aryoherwa', 'na', 'service', 'ndabeshye', 'se']",neutral
1701,"['umusoro', 'bawubarira', 'ku', 'mushahara', 'mbumbe', 'mu', 'gihe', 'kampani', 'corporate', 'income', 'tax', 'ibarwa', 'ku', 'nyungu']",neutral
1702,"['ark', 'ubu', 'neza', 'neza', 'nabuze', 'umuntu', 'uzanshyira', 'mukiziga', 'nukuri']",neutral
1703,"['rwotgain', 'amp', 'rwot', 'bamwe', 'bavuga', 'ngo', 'babuze', 'akazi', 'mwihugure', 'hano', 'muzatange', 'akazi', 'ahubwo']",neutral
1704,"['batatu', 'baregwa', 'muri', 'dosiye', 'ya', 'kizito', 'mihigo', 'baburanishijwe']",neutral
1705,"['nizere', 'ko', 'atari', 'iyo', 'ku', 'irebero', 'uvuga']",neutral
1706,"['nonex', 'koko', 'ayo', 'niyo', 'yabuze']",neutral
1707,"['cyohoha', 'yo', 'bugesera', 'iri', 'munsiga', 'migani', 'yitwa', 'kugenda', 'nkabagesera', 'menya', 'inkomoko', 'yimvugo', 'kugenda', 'nkabagesera']",neutral
1708,"['mwaramutse', 'neza', 'ikaze', 'mu', 'kiganiro', 'gospelmagazine', 'gitambuka', 'kuri', 'buri', 'cyumweru', 'hh', 'ingingo', 'yuyu', 'munsi', 'umuntu', 'ukenewe', 'umunyakuri', 'turakira', 'ibitekerezo', 'byanyu']",neutral
1709,"['ikaze', 'mu', 'kiganiro', 'turereurwanda', 'na', 'bahageze', 'tuganire', 'ese', 'birakwiye', 'ko', 'uhindura', 'imico', 'yumukunzi', 'wawe', 'mbere', 'yuko', 'murushinga']",neutral
1710,"['icyangombwa', 'nuko', 'abayobozi', 'babitangaje', 'birahagije']",neutral
1711,"['nababibwiwe', 'bari', 'ahacecekerwa', 'hashize', 'imyaka', 'ibihumbi', 'iyi']",neutral
1712,"['uravuze', 'ngo', 'izi', 'nkingo', 'ntuzishira', 'amakenga']",neutral
1713,"['ikibazo', 'ntategeko', 'ribigenga', 'mbona', 'yabikora', 'kuko', 'ni', 'mu', 'ifase', 'ayobora']",neutral
1714,"['niba', 'ufite', 'ama', 'unite', 'hamagara', 'tica', 'wimibare', 'ugufolowinga', 'kuri', 'twitter']",neutral
1715,"['sha', 'baba', 'bafite', 'umuzigo', 'wa', 'danger', 'uba', 'ufite', 'umwanya', 'wakuriyemo', 'mwirengagize', 'ibyo', 'mvuze', 'sibyo']",neutral
1716,"['waruzi', 'ibyo', 'inyamanswa', 'zo', 'murugo', 'zikora', 'iyo', 'udahari', 'primetv', 'youthempowerment']",neutral
1717,"['ngo', 'babimenye', 'c', 'basi']",neutral
1718,"['abantu', 'mushaka', 'akabenzi', 'kd', 'mutavuye', 'aho', 'muri', 'mugihe', 'gitoya', 'muduhamagare', 'cy', 'mutwandikire', 'tubagereho']",neutral
1719,"['mudufashe', 'kwibura', 'ryumuriro', 'kuva', 'mumasaha', 'yamujyitondo', 'kujyeza', 'uyumwana', 'ntamuriro', 'mukarere', 'ka', 'bugesera', 'umurenjye', 'wa', 'ntarama', 'hejuru', 'yuruganda', 'rwa', 'trust']",neutral
1720,"['bnbsports', 'fifawcq', 'nguko', 'uko', 'imikino', 'ibanza', 'yijonjora', 'rya', 'nyuma', 'ryo', 'guhatanira', 'kuzahagararira', 'afurika', 'mu', 'gikombe', 'cyisi', 'yarangiye', 'ni', 'izihe', 'wifuriza', 'gukomeza', 'simplysports']",neutral
1721,"['imvura', 'ivanze', 'numuyaga', 'yangije', 'byinshi', 'byiganjemo', 'amashuri', 'amafoto']",neutral
1722,"['umunota', 'ku', 'munota', 'ku', 'byabereye', 'tanzania', 'aho', 'perezida', 'kagame', 'yagiye', 'kwifatanye', 'nabanyatanzania', 'kwizihiza', 'imyaka', 'yubwigenge', 'tanzaniaindependenceday', 'video', 'yose']",neutral
1723,"['ahubwo', 'mu', 'rwego', 'rwo', 'kubagarirayose', 'wagakwiriye', 'naho', 'kuhagera']",neutral
1724,"['uyumunsi', 'ni', 'liverpool', 'man', 'u', 'na', 'rouge', 'ya', 'maguire', 'wowe', 'urabibona', 'ute']",neutral
1725,"['amafoto', 'icyamamare', 'mu', 'gusiganwa', 'cyo', 'mu', 'bwongereza', 'sir', 'yasoje', 'isiganwa', 'mu', 'cyiciro', 'cyitwa', 'run', 'for', 'peace', 'kigalimarathon']",neutral
1726,"['mukomeze', 'mubigishe', 'kurera', 'amaboko', 'aho', 'kubereka', 'uko', 'bajya', 'muri', 'bdf', 'bagafata', 'amafaranga', 'bakihangira', 'umurimo']",neutral
1727,"['ntkbzo', 'icyingenzi', 'nuko', 'numvise', 'ko', 'nshobora', 'kuba', 'ntecyereza', 'ibijya', 'gusa', 'ni', 'byabandi']",neutral
1728,"['bahitaga', 'bajya', 'kureba', 'umusimbura', 'kuri', 'waiting', 'list', 'ako', 'kanya', 'ntako', 'yaba', 'akibonye']",neutral
1729,"['ni', 'iki', 'cyaba', 'gituma', 'ihohoterwa', 'rikorerwa', 'mu', 'ngo', 'rirushaho', 'gufata', 'indi', 'ntera', 'kandi', 'bivugwa', 'ko', 'inzego', 'zose', 'zabihagurukiye']",neutral
1730,"['abayobozi', 'bakarere', 'bungirije', 'bombi', 'nabakozi', 'bakarere', 'bakiriye', 'umuvunyi', 'mukuru', 'wasuye', 'akarere', 'muri', 'gahunda', 'yo', 'gukurikirana', 'ibibazo', 'byabaturage', 'byagejejwe', 'rw']",neutral
1731,"['none', 'se', 'muri', 'islam', 'context', 'umugabo', 'ntabwo', 'ari', 'umufasha', 'amahoro', 'kuri', 'mwe']",neutral
1732,"['urabona', 'bariya', 'bana', 'basyaho', 'kuri', 'menama']",neutral
1733,"['album', 'nshya', 'ya', 'ubushobozi', 'ije', 'igomba', 'kuzaboneka', 'kuri', 'streaming', 'gusa', 'this', 'is', 'a', 'brilliant', 'thinking', 'video', 'by', 'for']",neutral
1734,"['ninde', 'uvunika', 'kurusha', 'undi']",neutral
1735,"['nanjye', 'ndabona', 'nta', 'byacitse']",neutral
1736,"['nyuma', 'yo', 'kurira', 'urutare', 'wiziritse', 'imigozi', 'ugeze', 'naha']",neutral
1737,"['icyemezo', 'cyo', 'gufunga', 'ibi', 'bitaro', 'kimaze', 'gufatwa', 'na', 'kubera', 'amakosa', 'menshi', 'yagiye', 'abivugwamo', 'muri', 'iyi', 'minsibahohospital']",neutral
1738,"['umutingito', 'ukomeje', 'kwangiza', 'ibikorwa', 'remezo', 'bitandukanye', 'mu', 'karere', 'ka', 'rwot', 'guma', 'kuri', 'umenye', 'amakuru', 'yose', 'agezweho']",neutral
1739,"['sinari', 'namenye', 'impamvu', 'nabonye', 'ari', 'forfait', 'kumbi', 'burya', 'ni', 'uko', 'byayigendekeye']",neutral
1740,"['twitangireurwandatutiganda', 'iyaba', 'twese', 'twambara', 'izo', 'tshirt', 'buri', 'munsi']",neutral
1741,"['biravugwa', 'aka', 'kanya', 'turi', 'kuganira', 'ku', 'avansi', 'ya', 'yumusoro', 'ku', 'nyungu', 'menya', 'itariki', 'ntarengwa', 'binyuze', 'muri', 'ikiganiro']",neutral
1742,"['ese', 'nawe', 'urabizi', 'ko', 'iyo', 'uri', 'kubara', 'amafranga', 'mucyongereza', 'iminwa', 'yawe', 'itashobora', 'gufatan', 'utagera', 'kuri', 'm']",neutral
1743,"['mfite', 'amafaranga', 'frw', 'ndashaka', 'umukobwa', 'mwiza', 'wumusirimu', 'tuyasangira', 'utariri', 'hejuru', 'ya']",neutral
1744,"['mwaramutse', 'nagize', 'umuriro', 'kuri', 'cash', 'power', 'ariko', 'sinabonye', 'token', 'number', 'kandi', 'amafaranga', 'yavuye', 'kuri', 'compte', 'yanjye']",neutral
1745,"['za', 'dubai', 'ku', 'desert']",neutral
1746,"['urugendo', 'rwo', 'kwamagana', 'ruswa', 'rwabereye', 'mu', 'mujyi', 'wa', 'huye', 'u', 'rwanda', 'ni', 'rwame', 'ruswaniumwanda']",neutral
1747,"['mpakurangire', 'uri', 'ready', 'kunywa', 'kamwe', 'se']",neutral
1748,"['ireme', 'ryuburezi', 'ntabwo', 'ryagerwaho', 'bene', 'ishuri', 'baryiyubakiye']",neutral
1749,"['twahaye', 'ikaze', 'ari', 'kudusobanurira', 'icyihishe', 'inyuma', 'yimyandikire', 'ye', 'ivugisha', 'abantu', 'kuri', 'ubu', 'yazanye', 'indirimbo', 'sembela', 'shyira', 'ku', 'isango', 'star', 'tv', 'sundaynightshow']",neutral
1750,"['ngaho', 'byibazeho', 'nawe', 'koko']",neutral
1751,"['harya', 'izina', 'ryubutore', 'ryanyu', 'ni', 'irihe', 'urugero', 'indashyikirwa', 'za', 'nyaruguru']",neutral
1752,"['ishami', 'rishinze', 'mutation', 'mwadufasha', 'gukosora', 'ikibazo', 'cyirimo', 'cyo', 'kutabasha', 'kubona', 'amatariki', 'ko', 'system', 'yanze']",neutral
1753,"['uyu', 'munsi', 'gahunda', 'ni', 'ukwimana', 'misiri', 'lets', 'go', 'zamalek', 'lets', 'go', 'thebal']",neutral
1754,"['ni', 'imikino', 'ya', 'gicuti', 'ni', 'umwanya', 'mwiza', 'wo', 'kumbwitegereza', 'tukamenya', 'uko', 'ahagaze', 'ndumva', 'aricyo', 'nawe', 'yifuza', 'kureba']",neutral
1755,"['abazaba', 'bahagurukiye', 'mu', 'mujyi', 'rwagati', 'bashobora', 'gukoresha', 'umuhanda', 'wa', 'onatracom', 'gereza', 'muhima', 'nyabugogo', 'poid', 'lourd', 'kanogo', 'rwandex']",neutral
1756,"['ntawabwira', 'aho', 'nagurira', 'imisasti', 'imeze', 'nkiyo', 'raaa']",neutral
1757,"['prank', 'of', 'the', 'day', 'ni', 'iya', 'clapton', 'kibonke', 'muri', 'dundashow', 'hamwe', 'na', 'turi', 'kumwe']",neutral
1758,"['nazibonanye', 'abera', 'bazivanga', 'nubunyobwa', 'bifitiye', 'namazi', 'byonyine', 'gusa', 'kurira', 'ibirunga', 'bakagenda', 'nkingeragere']",neutral
1759,"['abafashamyumvire', 'muri', 'urujeni', 'bahawe', 'imfashanyigisho', 'zizabafasha', 'gusobanurira', 'neza', 'abangavu', 'ubuzima', 'bwimyororokere']",neutral
1760,"['bimwe', 'mu', 'bikizitiye', 'abakobwa', 'nabagore', 'mu', 'ikoreshwa', 'ryikoranabuhanga']",neutral
1761,"['binanze', 'mwegere', 'umuhe', 'undi', 'munsi', 'kuko', 'birashoboka', 'ko', 'igihe', 'wamuhaye', 'byanze', 'ariko', 'ubizirikane', 'pe']",neutral
1762,"['ariko', 'uvuga', 'ko', 'guinea', 'ko', 'atari', 'ikipe', 'gute', 'yaratsinze', 'misiri', 'gutindwa', 'nibugutsindwa', 'ni', 'uku', 'twareshyaga']",neutral
1763,"['ese', 'igihe', 'yahaye', 'cyo', 'kuba', 'yakemuye', 'ibibazo', 'bya', 'network', 'yo', 'guhamagara', 'na', 'internet', 'cyarenze', 'impinduka', 'zikaba', 'zitarabayeho']",neutral
1764,"['ntg', 'amavubi', 'arikizere', 'tuyagirir', 'ahbw', 'ni', 'patriotism']",neutral
1765,"['ntagukuraho', 'urushinge', 'kuri', 'nyuma', 'yinzira', 'yibihe', 'turumva', 'ikinamico', 'sa', 'h', 'turikumwe', 'mu', 'ihuriro', 'nawe', 'bwira', 'abandi']",neutral
1766,"['njye', 'mfite', 'tap', 'and', 'go', 'card', 'ijya', 'mu', 'ijuru']",neutral
1767,"['guhangana', 'nihungabana', 'rikomeye', 'complexptsd', 'full', 'video', 'm', 'tv', 'kwibuka', 'twibuketwiyubaka', 'komezagukomera']",neutral
1768,"['icyo', 'minisitiri', 'yabwiye', 'abari', 'bagiye', 'gutora', 'komite', 'nyobozi', 'zimidugudu', 'kuri', 'uyu', 'wa', 'gatandatu', 'amatora']",neutral
1769,"['ndumva', 'nta', 'kigoye', 'kirimo', 'kwandika', 'email', 'no', 'gutegereza', 'igisubizo', 'gusa']",neutral
1770,"['bnbsports', 'mu', 'bagore', 'imikino', 'yijonjora', 'ryibanze', 'ryigikombe', 'cyamahoro', 'irakomeza', 'mu', 'mpera', 'ziki', 'cyumweru', 'hakinwa', 'imikino', 'yo', 'kwishyura', 'simplysports']",neutral
1771,"['fc', 'shukpi', 'yabonye', 'amanota', 'atatu', 'yumunsi', 'yongeye', 'kubanza', 'mu', 'kibuga', 'shampiyona', 'ya', 'macedonia', 'irakomeje']",neutral
1772,"['umutima', 'ukunda', 'ntugisha', 'inama', 'ntimucikwe', 'ikinamico', 'yo', 'kuri', 'uyu', 'wa', 'kabiri', 'ni', 'h', 'kuri', 'radio', 'rwanda']",neutral
1773,"['jye', 'icyo', 'ndeba', 'ni', 'kigali', 'pe']",neutral
1774,"['nkubu', 'inkuru', 'nkiyi', 'iyikora', 'kugira', 'ngo', 'ifashe', 'icyi', 'urubyiruko', 'nyarwanda', 'rwose', 'hari', 'ibintu', 'nkabona', 'sinzi']",neutral
1775,"['ikinamico', 'nta', 'shema', 'ridashamitse', 'igice', 'cya', 'ni', 'kuri', 'uyu', 'wa', 'kabiri', 'saa', 'kuri', 'radio', 'rwanda']",neutral
1776,"['fred', 'robinson', 'mugisha', 'uzwi', 'nka', 'element', 'umaze', 'kwamamara', 'mu', 'gutunganya', 'umuziki', 'araba', 'ari', 'mu', 'kiganiro', 'amahumbezi', 'uyu', 'munsi', 'h', 'ntimucikwe']",neutral
1777,"['yanambwiye', 'ko', 'azangurira', 'kanze', 'shn']",neutral
1778,"['nukuri', 'imbeba', 'yapfuy', 'inuka', 'kubi', 'wagirango', 'niyo', 'iri', 'kumunukira']",neutral
