tweet,label
lmao dey dere dey guck person wey get cars for lagos dey stay rented apartment undull,negative
የቀድሞ የደቡብ ቴሌቪዥን የሥራ ባልደረባዬ ጋዜጠኛ ትዕግስት ገንታ ባደረባት ህመም በህክምና ስትረዳ ቆይታ ታህሳስ 27 ቀን 2012 ዓም ከዚህ ዓለም በሞት ተለይታለች ፈጣሪ የወ,negative
user gaskiya bbc hausa nayi allah wade da wannan labarin nake,negative
ntua mienu nso 3ne snail  wofa b dea 3sewoara,positive
unaweza tutumie dm tafadhali,neutral
user user user ujye ugerageza umufa ushyushye kandi urimo urusenda mu gitondo ujye ufata ifunguro rituma ugira ibinure guhangana n’imbeho,neutral
user adduōi sune mafi a ala kuma mutane muji tsaron abubuwan da ke aikatawa ne allah yake kama da su allah jikan su da rahama amin ,positive
user user user umutungo kamere afurika ifite wakabaye uyikiza abo wita umubyeyi bakabaye abafatanyabikorwa bwubahane,positive
ruth በጣም ነው ማከብርሽ ለዚህም ነው የመለስኩልሽ ከትልቅ ይቅርታ ጋር ከዚህ በሗላ እንደፈለጋችሁ እዛው አጀንዳችሁን ይዛችሁ ቀጥሉ በቻልኩት ሁሉ በዚህ አርእስት ዙሪያ ምንም ቃል ላለመናገር እሞክራለሁ,neutral
zipuru anyi ozi gi nakara twitter anyi user  user feethemagic,neutral
nonaha turi kumwe n’ umuyobozi wishami ryimiyoborere myiza user ndeze yvetter umuhuzabikorwa wumusigire munzu yubufasha mategeko karere user ,neutral
وزير خارجية اسبانيا  عودة العلاقات الطبيعة مع المغرب ساهم فتقليص وصول الحراگة بـ 45 في المية,neutral
11 parioweyii àrá kì í sán ibeere yoruba owe,neutral
user mazugal kuma fa hakane tunda alummar nigeria ma million 200 ne kenan yawanmu yawan cuttukan da hancinmu yake dauka prof zulqifulu,negative
user user user user user user ọ maghị ihe atọ ụtọ egbunyu anya,negative
rt user oluwa yio saanu fun lorilede yi ki olorun ran awon ijoba lowo lati maa sofin to dara gba gbogbo amin,positive
user na kacala kacalcal tsohuwa mai ido duk kwantsa kafiri a ci da tsinke mai yinka ta sake zani sai dai ta gani wajen dangi,negative
np chukwu agozigo gi - user  themiddayexpress with user amp user mixby user inspiremytuesday,positive
wayli ana 3al jamal ,positive
نصب اكبر كلينيك تجميل على المتبرعين ها اش قرر قاضي التحقيق فحق المتهم الدكتور التازي ومراتو وخوه وباقي المتهمين,neutral
user daalu so nwanne mmadu ka chukwu kwado aka olu anyi kozie ezi ulo anyi ka amara bara anyi uba ka udo chia n’ndu anyi,positive
user band ndị mmụọ ,negative
wetin carry me enter buycoins ooooo i don enter chance money don hook over hours now e mi gbowo mi,negative
user hari nzi bacikanwe babibwira mudugudu arabatengamaza,neutral
user ina tausayin buhari kowa burinsa buhari,neutral
tope you legit i been dey reason ham e things if he say commit on stupid crime for heaven the just kuku ma give us nigeria as punishment i know say that name go get meaning for heavens,negative
user  toh arewa twitter ga rahama ta baro wata sabuwa,neutral
መሠረታዊ የሆነ መረጃ የተገኘባቸው እና በጥንቃቄ መሆን አለበት ከዛ ውጭ አንዱ ሌላውን ስለጠላው ብቻ እየጠቆመ ከሆነ ግን የአካባቢያቸችን ስም እናጎድፋ,neutral
user wata sabuwa trump fa yana so yayi inconclusive,neutral
sir tssanet l radio mars rah jaybin toshac,neutral
a tún gbedé o èyin omo yóòbá o àló tòní re o kíni ìdáhún ti yín o      ààlóyorùbá yorùbádùn wevaluemoral yorùbáculture besttribeever weappreciateourculture yoruba ,neutral
ከአድዋ በፊት አጼ ሚኒሊክን ከታልያን ጋር ላደረጉት ጉንኙነት ይቅርታ ሊጥይቁ የመጡትን ሶስት የትግራይ እና የኤርትራ ባላ,neutral
bwakakaka hi lhevana muito mal  ,neutral
anaweza kujiunga kutuma neno kubali kwenda nambari 15888 au kama endapo atapendelea kujiunga online abonyeze sajili sasa kupitia tovuti yetu kisha ajaze namba yako kwenye kisandaku cha rafiki namba lm,neutral
المحكمة الابتدائية ففاس ضربات قهوى معروفة فالمدينة بخطية وتعويض للمكتب المغربي لحقوق المؤلف,neutral
mo kí ọmọdé mo kí àgbà káraóle o,positive
user سطيف العاليمن أصلكم الطيب شكرا ,positive
musician wen sabi sing the retweet ooo,positive
the money i scammed him sef is still remaining to buy another phone if i want my conscience is killing me arghhh,negative
user mama g g for general general in calabar general in ala igbo niile daalu rinne,positive
أنا عن نفسي قمت بمسح هذه القناة من برامجي و هذه القناة طال الزمن أو قصر مصيرها إلى  ,negative
makamu rais mama samia suluhu amewaagiza wakuu mikoa yote kutenga bajeti ili kuhakikisha inafany,positive
user koke fah irin wannan shigar dace ki dingayi har kyau kin kara ,positive
user user sae mae dan wahala komae kunena zae huta da jin sunan buhari,negative
ẹ kú iṣẹ o well done inyoruba user nigerianblogawards yobamoodua,positive
user mafi yawancin su basu shirya zaman auren chart da bacci yake kaisu gidaden auren raya sunna ,negative
user user mad money is there ego awi àlà dị nkwo,neutral
user haukan banxa kawai ai kaine mutum farko da yakamata a rusa gidan dun kuwa kaine farkon wanda ƙwamushe kayan talakawa        dokar ta fara aiki a kanka,negative
user user user azeem prefecthaka ake so mutum mo mai kauta mai  9ice 1,positive
user user anyi aga ado onwe anyi shirt,neutral
በመቀሌ አሰቃቂ እስርቤት ዉስጥ ከ24 አመታት በላይ በእግር ብረት ታስረው ሲማቅቁ የኖሩት የሊቁ መምህር እንደስራቸው አግማሴ ጉዳይ ግን የተ ደረሰ ያንድ ወቅት ጫጫታ ብቻ ሁኖ ቀረ,neutral
user wannan ai old video ne tun 2016,neutral
kuzma ngwa go out inugo,neutral
oms defendeu que a europa está em boa posição para controlar pandemia da covid-19 ,positive
dem bin do me like this one time i was in vex mode,negative
the doctor on duty this weekend just weyrey i swear small headache admission straight i don dispense nsaline and dsaline like say small chops am do reach abeg,positive
nn dayr follow l ihab ghir kdoub,negative
user ashe akwai makudan kudade shine kuka barmu a gida jibgin kamar kayan wanki kuka kasa sallamar asuu ,negative
ያሳዝናል የጎንደርን ሰላም የማይፈልጉ አሸባሪዎች ዛሬም የሽብር ስራቸውን እየሰሩ ነውየጥምቀት በዓልን በደመቀ ሁኔታ ለማክበር ዝግጅቱን ያዩ አይናቸው የሚቀላው ሰይጣን የቅማንት ቡድኖች ናቸው,neutral
فيلم الخيانة الزوجية هو فيلم تجاري فقط ولا يعالج اي موضوع مهم,negative
habari goodluck pole sana kuchelewa kupata tiketi yako tafadhali tutumie dm namba yako simu tuweze kuangalia upande wetu mt,positive
ፊሊ በጣም የማከብረው የልጅነት ትምርት ቤት ሙዚቃ አስተማሪዬ ነበር ፍቅር የሆነ ሰው ነው ፊሊ በሙዚቃ ብቻ ሳይሆን በባስኬት ጨዋታ የተለየ ብቃት የነበረው ለጊዮ,positive
user bura uba alkuran karya suke min baba buhari,negative
user user user oro nke pastor wilson saa,neutral
rasta de3 anka school fa ho b3n reggae ne dancehall 3w h ooo nanso rasta se daabi b3k school ,negative
this ghana weaving fit me die,positive
kyeres3 obia anigye gyimie ho w ghana ha ,negative
aunty sorry cardi b etim okon chukwudi afa abeg u fit come uyo before you travel trust me youd like it here i fit snap u picture,positive
user babu abinda zasu koya musu daya wuce cin hanci da tashawa wlh babu wata kwarewa a dansandan nigeria  da har zai horar da wata kasa allah kyauta,negative
ኦሮሞ ሲተርት በቀን የጮኸ ጅብ ማታ ሊመጣብህ እንደሆነ እወቅ ዛሬ መታወቂያ የከለከለ መንግስት ነገ የምርጫ ኮሮጆ ላለመስረቁ ዋስትና የለም ሳይንቲስቱ,negative
lecturer wey get happy home dey fix class week this is my spirit animal but walai i must go i wish i get coconut head for this case but i get,negative
user hajiya rahama ina gaisuwa,positive
torí òní ní í ṣe ọjọ ìṣẹgun a óò ṣẹgun elénìní a ti dójú ti òfò a ṣẹ ogun ilé a ṣẹgun òde a ti di aṣẹgun,positive
user gini enwelu ike ime ihe a kita,neutral
xitombo xa nhomphi  ,negative
rt user lana ọjọ ìṣẹgun ènìyàn tó ní àrun coronavirus ní orílẹ-èdè nàìjíríà jẹ igba mọkan-le-lọgorin àjọ ncdc lo s,negative
user o dikwa egwu,negative
tó bá jẹpé bokoharam ni kò yẹ kó yàwá lẹnu o iná táa fi sórí òrùlé sùn ló bọ sára aṣọ wàyí ikeja lagos naija,negative
هههه كيضحكوني بنو خرخر لي كيقولك الصحراء غربية مساكن جهدهم النباح ههه,negative
wizkid don de chop early saturday morning breakfast,negative
loving how whitemoney liquorose cross pere also push the ignore button  una dey do like una too much sef dey see una top six for the win abeg,positive
deus entorta linhas em certos escritos,neutral
وزير الفلاحة هاد العام الأكثر جفافا من هادي 40 عام وعجز السدود بالنسبة للفلاحة وصل لـ2 مليار متر مكعب,neutral
rt user ká dúpẹ lọwọ ọrùn tó gbé orí dúró ọpọ ẹran ló sún mọ orí tí ò ṣe nǹkankan  wẹ ought to thankful to the nec,positive
bghit nhdr m3ak f lkhas mais maki3tinich hadri m3aya ila 3tak nti,neutral
hoje o senhor está jogando lixo o evangelho da prosperidade coloca de volta o evangelho que jesus morreu por ele maputoconferenceday2,neutral
ቀልደኛ ነህ 1ኛ ዲያስፓራው ነው ድሐ 2ኛ በባህር በኩል ሰው የሚጠፋው ለህክምና መሆኑን አላቅም እንዳትለኝ ብቻ,neutral
 àtùpà ayọ àtùpà ire o àtùpà ìmọ-- ìmọlẹ ayérayé láí n ó máa tàn nínú rẹ o àtùpà ayọ olùmọnà o ,positive
user allah yafe miki hajiya sadiya ,positive
user kkkkkk fazias parte deste grupo afinal essas matchessas traz boas lembranças pra qualquer estudante que é ou que tenha passado da uz,neutral
akoa yi anim nɛ suu enye fɛ koraa ah,negative
yoruba wo iwe alaye lati imọ siwaju sii nipa imọ-ẹrọ alailowaya 5g ka ,positive
wahala don dey like this oh,positive
hello my friends mukomeze gukurikiza amabwiriza kwirinda gukwirakwiza icyorezo covid-19 kwirinda kujya ahantu hateraniye abantu benshi ,positive
2sure awe kraman kɔte  adwaman ayɛ sɛ 3kuro ne asaawa,negative
user hmmmmm shikuma larabcin ne kawai tsone masa ido hmmmmm my country people chai,negative
አሜን የነዚህ ንፁሀን ህፃናት ደም ጎርፍ ሆኖ ይብላቸው እነዚህ ጅቦች ,negative
user ina yinki my rah ma,positive
person wey go just tweet without good reason go just carry k commot i don drop proof people wey need peppersoup and fuel con dey win,negative
ander herrera akipewa kazi kukaba mtu mmoja tu hakuna bora kama yeye barani ulaya sasa hivi,positive
so polio wey don eradicate b take come back o thanks our able pmb govt,negative
user hhhhhh  wasan kwaikwayo  wlhi fear those buharis administration don sun iya shirya film kamar a kannywood ,negative
is dis hw pple look wen dey go on low cut i look like smigel,negative
user ina mas ma navela,positive
wach hadchi du marche badr vrai,neutral
user tofa to kosuma next level din taje musune,neutral
ይህ የምትመለከቱት ተኣምር በደብረ ሊባኖስ ኣካባቢ የምትገኘው ቀፀባ ማርያም ቤክ ላይ ግራኝ ኣሕመድ በግራ እጁ የወረወረው ሲኖትራክ እንኳን የማይችለው ግዙፍ ቋጥኝ ድንጋይ ሲሆን ደብ,neutral
user ameen allah annabi yasan da xuwan sa,positive
ego akpari mmadusee wetin tekno dey turn us into,negative
hakim ba9i katfaraj fhanan ou kad3amha oula la mani khraj anis mab9itich katfarj fiha,neutral
user user user user user user user user user user user user user stakabazi taasilimu nk’uko taifa akunda kubivuga,neutral
user aradu bamu yafewa tun kunka zanke samu ga duhu,negative
rt user ìjọba ìgbàlódé ń bá ìjọ ọba àdáyébá kò yẹ kí èyí ó wáyé rárá àti rárá ni àwọn ará ibí kàn ń sọ ìṣẹṣe di yẹpẹrẹ ni ó máà,negative
user وعلاه ماكاش السفر عن طريق البحر  والحرقة فالبوطي كيفاش ,neutral
user allah jikan bayin allah karbi shahadarsu ,positive
زلزال ضرب الريف قوتو 43 درجة ومس الساحل المتوسطي لهاد المناطق فهاد الساعة,neutral
shatta dede ankasa she get chill koraa oo violence hemaa goat,negative
15 14ኛው የኢትዮጵያ ብሔር ብሔርሰቦች እና ህዝቦች ቀን በካናዳ ጃንዋሪ 112020 የኢፌዲሪ ልዩ መልዕክተኛና ባለሙሉ ስልጣን አምባሳደር ናሲሴ ጫሊ በተገኙበት ህገመንግስታዊ,neutral
خسائر الكيرا فأوكرانيا عدد من المناطق رجعات حمام دم ووزارة الدفاع الروسية دكدكنا ديبوات أوكرانية عامرة بالسلاح اللي جاهم من أوروبا وميريكان,neutral
user head gbuo gị there,negative
user user asa ara gi agba m egbe,negative
de3 de b3to mtn sim de3 anka fa twa bet,negative
boss bless me tonight abeg even if any amount hungry wan finish me for where ahde,negative
የሲዳማ ቡና ደጋፊዎች ከ 5-0 ድል በኃላ ከተማዋን ሞቅ ደመቅ አድርገዋት ነበር,positive
ikilo lati owo solja  yorùbátv ẹgbẹ ọmọ olúwa bí gbogbo àgbáyé ojú òpó ìkànsíraẹni ______________________________ yoruba tv  yoruba yorubatv yorubaweddings ebi asoebi nigerianwedding ,neutral
user to ai in mafadin magana wawa ne majiyinta wawa bane,negative
ኢትዮጵያን እወዳለሁ ካልክሽ በእንደዚህ አይነት ትውልድ አዳኝ ፕሮጀክት ተሳተፋፊ ሌላው ቱሪናፋ ነው ,neutral
hei-de vir com uma mulher hoje  ,neutral
user ọmọ jesu ló gbà á o,neutral
user hmm to kuwa daga yau bazaa kara jin labarin sa a england auri zaman benchi kenan,negative
ariwo fèrè ìfàdá wọlẹ ìpè igbe ọkọ kò jẹ kí á sùn láti àná kò kúkú ń ṣẹjọọ wọn àwọn ọmọwọlé-ìyá-bú-ẹkún ló fà á tí wọn fi ń ṣóde,negative
سوق الغش فالامتحانات خرج على طالب فوجدة لقاو عندو 33 إيكوتور سونفيل وأكثر من 450 باتري  تصويرة,neutral
kikosi cha al masry kimewasili asubuhi leo nchini ajili mchezo kombe la shirikisho,neutral
nna enyi e make go  afam etinyela gi afia ,neutral
user ana shegiya a kasata ana tare kashe mutaneana kashe alumma sukuma abinda damesu kawai bunkasa kudin ganyen shayi,negative
የመንግስተ ሰማይ መንገድ ኢየሱስ ብቻ ነው,neutral
user muma fa kamata baba buhari bamu wani abu tinda ance mana stay home kasashe sai bayarwa sukeyi yau kwanana uku a gida bana fita kuma abincina qare kowa a saka masa 500 a account dinsa ,negative
lori iro iro po ezigbo iro gbara agba ,negative
god is watching yall nyame b3 tua mo paaa spoiling team  ,negative
biri kam biri egbe bere ugo bere nke si ibeya ebele nkwú ,positive
23 ዜጎቿንና ወደ 1 ቢሊየን የሚሆን እንስሳወቿን በሞት ያጣችው አውስትራሊያ ዝናብ እየዘነበላት ነው ዝናቡ በሚዘንብበት ወቅት የካንካሮዎቹ ሁኔታ ከሰው ልጅ በላይ ነው peacefu,positive
guys help retweet my client may on your timeline please go subscribe to our youtube channel wetin dey use feed our family epp us,negative
user allah kiyaye hanya ummah tagaida aisha,positive
lol god wetin dey sup pick this call,negative
5 kí à ń pe irú ọgbẹ ìka-ọwọ inú àwòrán yìí ibeere yoruba ,neutral
omo person fit marry woman based on how beautiful her breast is,positive
aláròyé ẹ ṣàlàyé nípa ara yín fáwọn tí kò mọ yín ọba ògbóni àgbáyé orúkọ mi dókítà john dáìísí èmi ọba ògbóni àgbáyé káàkiri gbogbo ilẹ ayé pátápátá ogboni,neutral
user har vaccine coro para aiki ,neutral
massa fa gyie fre y3nso,negative
habari yakotunashukuru kushiriki nasi kwenye ukurasa wetu,positive
user allah yakarama sarki lfy da nisan kwana ,positive
منعطف جديد فخطاب مارين لوبان على التشدد الإسلامي  الحجاب مشكلة معقدة ومشروع الحظر غادي يتطرح للنقاش فالجمعية الوطنية,neutral
user ai dama can jikinmu dade yana gayamana basai ankara razanamu ,negative
hanan kanbghiwk bzff o raki charftina bghina nchofa jalsatik m3a ali plzz o salami l haydi aniso ihab raph,positive
atótó arére kéku ilé ó gbọ kó wí fún toko kí àdán ó gbọ ó rò fún òdẹ wípé ààrẹ user yóò máa fojúrinjú pẹlú àwọn oníròhìn 1,neutral
user user ẹ mà kú ọrọ o làákáyè yín kò ní pòórá láí-láí,positive
user user user o dikwa egwu ooo,negative
onye nagworia mighty healer x5 imela imela okaka onyekeruwa imela imela eze mo x2 globalimpactng doublepraise,positive
onye ekwela ugwu rụọ,neutral
user aljuhun babban riga ,neutral
لزاخر إبداعا وابتكارا ومهارة تضاهي مختلف المخيلات العبقرية التي طبعت بصمات من دهب على وجه التاريخ ,positive
user mom of kids mamana vanana,positive
rt user tweetinyoruba saan la n rin aje pekoro omo mi oruko rere san ju wura fadaka lo  oro mi oloogbe olarinoy,positive
user ubundi abamotari abana beza ariko ikibazo cyabo kimwe iyo umuteze aba yihuta kukurusha wowe umuteze  user user user user,neutral
user mina nile ntirhweni la mozambique khubu,positive
eji zí ahụhụ ama ịsị ,neutral
kòsí agbára kankan nbì kankan tí a le fi wé ti ọlọrun ọba ekaaro,neutral
yesu wayε me ɔdehye nti mεsom daa ɔno owui de gye me nkwa oguamba wokum owui ma me watɔ me aboɔden ɔno owui regye me nkwa oguamba wokum,positive
tutamiss sana uwepo amr moustafa fahmy alikuwa katibu mkuu mwenye uwazi sana katika utendaji wake kizuri alikuwa anaelek,positive
accent a rigo ibe elu bbnaija2019,neutral
ጋዜጠኛካንተ የመሥራት አቅም አንፃር የፃፍኩዋቸው መፅሐፍት በቂ ናቸው ብለህ ታምናለህ  ጋሽ ስብሐትአዎ በቂ ናቸውበየሳምንቱ በጋዜጣ ላይ የማወጣቸው ፅሁፎች ቢሰበሰቡ ብዙ መፅሐ,positive
user ka ce dai zaka taba mantawa da kudin da baka ,neutral
awddi ghi yn3lo chitan ykhliwna zwinin manchj3o manharbo sinon houma lkhasrin hna btissam naaajmaa db,negative
ታህሳስ 24 2012 የድሬዳዋና ጅቡቲ ሀገረ ስብከት ሊቀጳጳስ ሆነው ሲያገለግሉ የቆዩት የብፁዕ አቡነ ዳንኤል ስርዓተ ቀብር ዛሬ ከሰዓት በኋላ በደብረሊባኖስ ገዳም እየተፈፀመ ነው,neutral
አስተማማኝ ከባቢ መኖር አለበት የሚለው ትክክል ነው ቢኒ በአጠቃላይ ግን pros and cons ነው ማነፃፀር ያለብን ብዬ አስባለሁ,positive
user mudae allah kasamu cinye wannan jarabawan lfy,positive
ẹ máa pé kó ṣẹ owó á wá wálé  iwure ojoaje yoruba,positive
omo the thing wey dey tire me about japa that you cant take everyone along like moses did,negative
uyumunsi ndumva nshaka guha umuntu airtime 200frw if interesteddm me,positive
እናታችን ጽዮን ይድረስሽ ምስጋና ማኅበረ ቅዱሳን መዝ ቁ5,positive
oge ndi igbo magic sonyerem ihe omume nke taa ma zipurum ozi gi akara twitter m maobukwanu nke magic user feelthemagic,neutral
user nigeria mo dibo fun sugbon eya to fe pin e je kaa se dede fadura sin won ka ranti pe to oluwa nile ekun re tweetyoruba,positive
user jaki kuma injina jakunan garesu dazaa kaiwa tawagar gwamna hari akansu wannan ma ai zancen banzane,negative
ለማ ለምን ጥገኝነት አይጠይቅም,negative
user user user ahia ohuru conformed ’n,neutral
a kì í ní ọba méjì nílùú kan àfọnjá gbéná karí ìbànújẹ gba ọkàn-an rẹ po nítorí ó pàdánù òye aláàfin ó di ọtá ọba darandaran,negative
y3nka kayer3 ay3 s3 obaa wnim aduane noa 3nye d3 nso wgye hon ,neutral
too dey record live stream any show wey him dey if egbon dey on top plane he go come down to show me love too dey always gat my back everytime am on stage with my performances clip and pics is not left behind either thank you all,positive
user bia buru m nau ,negative
user ياجماعة واقيلا هاذ هو الزحف لي قال عليه الريسوني  ردو بالكم واعر,negative
user user ninu ile yorubamusulumi christiani gbe igbe alafia irorun ko si ija ade ife ara wa  tweetinyoruba,positive
እሺ ደርሶብሽ እይው ሌላ ምን እላለሁ እኔ,negative
i hate coming to ilorin esp this tanke area you must go broke before leaving how much person get sef wey i they spend like i don make am,negative
 wei de3 y3pa kyew,positive
oni ojo ajinde jesu ipilese alasepe igbagbo e ho e nitori isegun nla eyi je fun,positive
بوفال اعتقد انه ليس في أفضل حالاته خاصو يولي يطلق الكورة من رجليه و يشارك الأصدقاء ديالو في الدفاع ,negative
user eche kwam nọ mgba nwe nà ọnụ oyibo,neutral
i don tire since when i call you that time i still dey bank hours just to do new atm card guess what card don ready network to put new pin hahahaha naija weak me o,negative
my dear like our two dey skip but wetin u find go that miserable place tho dem dey stress person life anyhow,negative
user watamiyar sai a makwabta aiki ga babanka dogo dan borno jamuje zuwa 2023 mugani ,neutral
sejamos santos meus amados para que não andemos pecado ,positive
user user zane shi zasuy me ,neutral
user user user não é coisa para se ver,neutral
wow lagos is wild e go still dey do am like dream,positive
علاه الحرائق فقط في اوت بشكل مرعب وعلاه نار اليوم لهبت فجأة وبسرعة وبطريقة مخيفة وزاد كمل عليها الريح وبلا ما يفيق user,negative
user user user user user user user user user user user chukwu gozie gị,positive
ፌደራሊስ ሀይሎችን እንቀላቀላለን  ሀገር አሸባሪዎች ወይም ገንጣዮች በእንዶድ ታጥባ ወደ ፌደራሊስ ሀይሎች ተቀይራለች  ወይ የኢትዮጵያ,negative
በሞጣ ሀብት ንብረቶቻቸው በአንድ ጀምበር ለወደመባቸው ሙስሊም ወገኖቻችን የltv ጋዜጠኛዋ ቤተልሄም ታፈሰ የ 10,neutral
user maza alaji allah biya,positive
الدولة تمارس ألعنصرية ضد مواطنيها هل نحن الأمازيغ مواطنين من الدرجة التانية,negative
user nne eh weather di ebe a bu dachii mmili ezo omalicha ikuku oyi abani jidenu abuja unu ,positive
atikékeré ṣe ẹrú kò mọ iyì ọtẹ he who has been in slavery since childhood does not appreciate the value of rebellion yoruba,negative
so i buy laptop and wifi wey i plan for now im broke,negative
6 èwo ọrọ olùwà nínúu gbólóhùn wọnyí a òjó pa bàtà bátabàta b ògúnjẹnbọlá dín àkàrà elépo ibeere yoruba,neutral
you dey make my heart go kpo kpo di kpo kpo,positive
user allah kasadamu da ceton annabi muhammad s a w,positive
apckye boforot nso s3 3y3 de3n oo  ei hmm,neutral
user hi pfukili bem doutor wena ke,positive
user ẹ kú àdásí ẹ gba ibeere yoruba méjì ,neutral
o léwu fún láti máa lo ẹrọ ibanisoro taba nwa ọkọ ẹ ṣọra tweetinyoruba user user ,positive
happy birthday susu baby user live long and prosper  anyi bu ikorobia ibusa anioma cho ifu ndi ogor this year o ,positive
como me conquistar pela boca bolo chocolate com ananás sorvete morango chocolate de menta refri coca-cola fruta banana maçã e uva batata frita com queijo derretido pizza margarina ou mexicana ,neutral
têm coragem de matar ,negative
user ina ganin buba zai bar nigeria idan buhari yaci zaben nan ,neutral
user onye nku hailings sir,neutral
user wato da yake kudu ne bamu mai yasa yan taaddan da ke damun arewa a nuna musu tashin hankalin wannan ai rainin wayau ne,negative
user ko leko ba bi lekowa da bulala ,negative
kùkùté igi àgbọn olódu igi yìí nípọn tó bẹẹ tí àwọn fi ń kan òrúlé yoruba ,neutral
user nkawe ufata ikipe yigihugu ukayita choir wumva umezute kwakira clients benshi byakuyayuye ubwonko ,negative
user user watan november dole sai yasa barcelona kwallo yafi kokari a babban wasa dole yasa kwallodole yasa kwallodole yasa kwallo,neutral
user user user user user user user user user user chiukwu gbaa gị ume daalụ,positive
صاحبة المداخلة باللغة العربية الصرفة تبارك الله عليك  نيفو بزااف ,positive
user tasu da ban ta talakawa da ban ina ina abun c suganan kasa bare maganin sa ai wutsiyar rakume tai naisa da kasa ,negative
user ikon allah so shi ne kamar ta yi yawa kam well gani yi laifi in mallam dan taka ai dan adam ne,neutral
emir ìlọrin shitta ọmọ alimi fi ìpè ráńṣẹ sí aláàfin olúẹwù ní ọyọ láti yọjú sí ìlọrin fún ìkíni ní ìbẹrẹ 1830 èrò ọkàn shitta láti sọ aláàfin di mùsùlùmí nítorí ọba mùsùlùmí ma ṣe àǹfààní àti ìgbéga fún islam ní ọyọ ilé,positive
ǹjẹ ìwọ mọ wípé ilé-ifẹ ti lo onírúurú sáà sẹyìn kí ó tó kan ifẹ òní  otù ifẹ  ifẹ oòdáyé  ifẹ oòrè  ifẹ oòyèlagbò àdàpé  ifẹ oòtólú  ifẹ ọọni ileife ife iwase yoruba ,neutral
rt user user oju o ro leke omi osi bata leke odo pira pira aso nbo egungun lori awa nio leke   ,positive
user hey nwoke ọma ndewo,positive
breaking news masudi djuma tozaga user amaze guhagarikwa by’agateganyo 6pm ntucikwe amakuru arambuye ,neutral
i spend k on transport every month my work dey heaven oo lagos i dey work,negative
user user user user user user user user user user user user user user user user kitikpa gbaaa gbuo gi,negative
me o ebe ,positive
 praise echetalam o echetalam ihi omeren jesus onye obioma thelovechannelsng shiftserviceuser gratefulness,positive
user allah yasa huta da rahama ,positive
user user user sha wowe utazi gutandukanya hospital hospitality management wagiye wicecekera cyangwa ukabanza gusobanuza mbere gusubiza utazi,negative
elo da egbe tiyin sile abi ewo soboloke ariwo lenu fendo lori egbe elegbe esa ti gbe apoti ibo ede ti fi idi re omi ,negative
adwene nay3 adwuma ah body nu br3,negative
user لي يشوف روحو هكذا يرهج الدواء مايجيبش ولاد يتمرمدو nهي صغيرة عليا تاع 17 سنة و تبان عليها الميزيرية user,negative
user wannan aii zancen banzane dakuma rainin wayo nasan baze wuce yan kudu ba toh wlh munasane da duk wani makir cinsu kuma ashiryemuke duk dayake hausawa sunce seh bango yatsage kadangare yake kutsawa ,negative
user kinje neman follow back wajen neymer ne baki samu ganinsu sai suka hadaki da me kula da ciyawar stadium kamar yanda idan anso a ganki kike feeling ke cele ce to kema kinje wajen masu gidanki sai kin jira ,negative
llah yr7mo drob lia 3la adidas palace,positive
urugendo kwamagana ruswa rwabereye mujyi huye u rwanda rwame ruswaniumwanda user user ,neutral
user shiyassa haryanxu bariki ke aurenkie,negative
user saboda munafiki ne duk silan korarmu daga world cup,negative
user allah sarki rahma kenan kuma haka dukiya matsayi da daukaka yake karewaba kuma barki da halinki muallima rahma akoma islamiya kafin azo a fara fadamana falsafa da tajwidi karya,negative
some things dey like film until e do person wey dey close to you omohi just dey whisper oboi since morning,negative
user lailahaillah kai duniya anata kashemu kullun din batsari kanakara jibiya suna naiman dauki a jihar katsina ,negative
እውነታ አይደለም,negative
user humura ibyiza biri imbere kandi amahoro aganze wowe,positive
bẹẹ user ọgbẹni arégbẹṣọlá ṣe púpọ ní tẹlẹkọọ dé user user  user osun,positive
user allah yaye mana wadannan masifu a nigeria ,positive
user sarkin fkd kamata kiyi wani abubuwa sosai a cikin arewa pls ,neutral
rt user user ose oyo tabi ose dudu,neutral
user user user ukwa ruo oge ya ọ daa,neutral
ah what this ay3 late cos y3 p3 sika fie,positive
desmantela rede aeroporto de bissau que traficava droga a portugal ,neutral
በአገር በቀል ኮንትራክተር የሚሰራው የወንዝ ሪቴኒግ ዋል ግንባታ ለምን ለአንድ ኮንትራክተር ይሄሁሉ ስራ እንደተሰጠ አይገባኛም ስንቱ ላይሰንሱን ይዞ ቁጭብሏል,neutral
user akwuna enweghị taste,negative
user user saura larabci muga koh anada ilimi ,neutral
makayn la hbib la hbiba kayn gheir rabbi o lwalida ,positive
user user user nina wena kola xokwe mozambique,positive
timale timale hi da mabitch ,positive
user eriwagwuagwu ogene nti ike group,neutral
alẹ  alẹ òkùnkùn birimùbirimù alẹ ìràwọ ojú sánmà  alẹ òṣùpá tó mọ roro  alẹ ọmọ ìyá òru alẹ náà àṣálẹ alẹ náà là ń pè ní ajálẹ alẹ dákun san mí jòórọ lọ ale akaale yoruba,positive
su suu senior team foo ,negative
sukubeshya nariniteze duhurira hamwe kicukiro kukabetukarya amanyamaaaaaaaaaaaaa ndabakunda nsuhuriza groupe 10zone ,positive
akoko sa kyerɛ akrɔma ɛnyɛ fɛ is at display here,positive
شكرا للكاتب,positive
nta kindi kintu gisigaye kintera ubwoba usibye kuba bwoba ngira too ,neutral
