ID	tweet	label
or_test_01525	Godina Harargee Bahaa Aanaa Miidhagaa tolaa sababa roobni hin roobiniif ummatni keenya haala beela hammataa keessa waan jiraniif rabbits kadhacha waan dandeettii teessaniin dirmadha URL	positive
or_test_01526	Lolaan gogiinsa mancaiinsi lafaa dhala dhabuu biyyee faalama bishaanii fi biyyeen bishaanii rakkoolee naannoo daangaa ceanii kan GERD biyyoota bishaan Abbayyaa hundaaf furudha  GERD4Hunda COP27 URL Afaan Oromoo fi Jechoota Dinqisiiso Afaan Oromoo	negative
or_test_01527	Boycott Safaricom PLCOromoon hundu yakka dhaloota dhalootatti darbu kana NO jechuun dirqama isaatiBoycottSafaricomPLCBoycottSafaricomInEthiopiaBoycottSafaricomInOromiaNoExpansionInOromiaSafarikoomLagadhaaBoycottSafaricomPLCSafaricomStopdiscrimination	neutral
or_test_01528	Hoonge BeelaaNama gargaaruuf nama tahuun qofti gahadha Baalee Bahaa akka kaleessa hin jirtu beelaan dhumaa jirti rahmanni rabbi dhabamurraa kan kae uummanni Baalee Bahaa aanonni gammoojjii buqqaaa jiran yaa uummata waliif haa birmannuu URL	neutral
or_test_01529	Ummanni nu harkaatti galaanaan dhumaa URL	positive
or_test_01530	Jira hamaan koo haa baduu Yeroo dhiyootti walagarra	neutral
or_test_01531	Jslqabaa daldalaa alaabaa taa dhabuu seenaa bocaa alabaa taanaa beekuueguumaa jetaanii Oromoo fi Fireewwuu Maashoo Gideeyii Malii wolitii jalDaawwuudii Firewwuu qabsoo oromoo guufuu ittii tauun haayyootaa oromo ficiisisuun berkamaAlaabaani Tunii Fi Shanneeni mali	neutral
or_test_01532	sagantaa galateeffannaa saaa l booda jalqaba URL	neutral
or_test_01533	EthiopainOromia Why teachers are disrespected nowWhy government not focus on teachersmirgi fi faayidaan barsiisaa yommuu qixa sirrii taheen hojii irra kan hin oollee yoo tahee barsiisaan tokkummaadhaan falmachuun dirqama isaati URL	neutral
or_test_01534	Jaal Wabii koo sirhan bade mitii Soomanatu na bachiisee dhifama jirtuu isin Jajjaboo itti muddaa Rabbiin isin waliin jiraa	neutral
or_test_01535	Hamaajii jechuun diina jechuu dha	positive
or_test_01536	Dubbin kun dhukkuba lafee taateem dhiiroo URL	neutral
or_test_01537	ijabanaa eeybifnee ija banachaa oolle Dammaquun dirqama filannoo hin qabneedhaijabanaa  URL	negative
or_test_01538	Ani Sabboonaa ilma Oromooti kan jettan maruuummata Oromootiif aantummaa qaba kan jettan hunduu siyaasaa mufii kessaa bayaa koottaa dirqama tajaajila lammummaa bayaa	positive
or_test_01539	Ija Banaan harka hogganaa Kollejjii fayyaa fi walaansaa Yunivarsitii Haramaayaa obbo Filaa Ahmad gayee jira Guyyaa muraasa booda eeybifamee hawaasa bira ni gaya  Harer Harerge Ethiopia URL	negative
or_test_01540	Kan ololtus ololi kee bara hin qabuutiosoo ati badii WBO eegduu WBOn oromiyaa dhuunfateera URL	negative
or_test_01541	Wayyoo Ana Haa nyaatuUummanni keenya Baalee sababa balaa hongeetiin midhamaa jiraachuutu himama Oromoon waan qabuun waliif dirmatee akkuma kaleessaa rakkoo keessa harka qabee wal baasuu qaba Uummata keenya Baaleef waan qabnuun haa dirmaannu URL	negative
or_test_01542	AbiyItoophiyaaffurmaata Osoo hin taaneYaaddoodhaLidatuuAyyaaloo OMN irratti Abiyi Aangoo akka riistii ofitti ilaalee 4Kiiloo taaee biyya diiguu fi dhala namaa wal nyaachisuu dhiisee aangoo gadi lakkisuu qabaDhugaan jirus kanuma	negative
or_test_01543	Jarri Duula Minilik jennan nutis kaane Fincila Duula Minilik jechuun kan nu oofu alagaa fakkeessa Nuti Duula Laggasa Wagii hoo jenne goota keenya farsine hamilee jabeessine hoo Ormi Kan ofii haa leellisu Nuti keenya leellifna Ekeraan Minilik nu oofu hin qabu	negative
or_test_01544	Biyyuma keenyarratti keessummaa taanee adamsamuuBiyyuma keenyarratti shakkamaa taanee hidhamuuBiyyuma keenyarratti akka alagaa biyya diiguf dhuftetti ija diinatiin ilaalamuuBiyyuma keenyarratti dirreerratti ajjeefamnee gatamuuAkkanatti waliin deemun ni dandaamaaree	positive
or_test_01545	Kan nutti roorrisan nu hidhaan nu ajjeesan sababni isaa kanuma Galma aadaa seena fi Oromumma kan tae qotee bulaa Oromoo biyyarra buqqisani biyyasa kan ofii godhachuuf Waan falmannuf kan bira hin jiru kanuma Diina waliin Kan nu saamus cubbu kana hojjateera Biyya dhabne	negative
or_test_01546	Baga Gqmmaddan Baga Gammanne Lammiin hunduu Leenci Osoo Geetaachoo fi fakkaattonni isaa Baduu deema jettuun jara balleessee galaa jira URL	neutral
or_test_01547	Wal hubachuu fi hubachiisuun dirqama warra hubateeti	negative
or_test_01548	Juuntaan diina Itoophiyaati gadhee harma haadha ciinintu kan lammisheef hin quuqamne oduu malee gochaan kan hin jirre March4Ethiopia EthiopiaPrevails	negative
or_test_01549	Qubicha akkasittan ol dhaaba jedheen  na dide bar Safuu dandeettii namaa	negative
or_test_01550	Juuntaan ijoolee Keenyaa kan lola irratti harkaa keenatan ergaa boojiiee  jia shan booda ajjeesuun hardha maatii keenyatti himamee Gareen kun baayee seera loltumaa hundaa caabsuun gochaa fudhamtam hin qabnee ilmaan keenyaa irratti rawaatee	negative
or_test_01551	Orotplf warra ofi hin geenye Jala adeemtuu URL	positive
or_test_01552	Oraalii meeshaa gurguddo hidhatte sinirraan darba ooltu maalif hin lollee Moo ishee laaftee baqattu jirtu dandeessu Akkuma tahettu biyya ofii eegachuun  waraan kamiyyu haa tau hidhatee ofirraan dabarsuu dhabuu biyya ofii eegatuf mishaadha  But analysis cost amp benefit	positive
or_test_01553	First go to school and learn how to write Afaan Oromoo if you are Oromo Kanarraa Afaan kan kee kan ajaau kana nurraa adaba qabsiifadhu boo Harree haadharaauu	neutral
or_test_01554	Ammaan Booda Oromoo fi Oromiyaa lagaan qoqqooduun hin dandahamu URL	neutral
or_test_01555	Rakkoolee gurguddoon nuti akka namaatti ittin dararamaa jirruu hedduun isaanii namootaaf dursa kennuu ykn gargaruu dadhabuu keenya irraa madda	neutral
or_test_01556	Nuti asitti gosummaa fi naannummaan wallola Garuu franjiidhaf nuti Afrikuma Haala kanaan yoo itti fufne waggoota 25n booda Franjiin deebitee nu koloneeffattiratProofesar P L O Lumumba URL	neutral
or_test_01557	Iyya isa dhibamaa ni dhagessaLafa dheebuu saba kee ni gessaHomtinuu sitti hin ulfaatuSi eegna waanuma hundaattuuoromo Oromia	positive
or_test_01558	Ajaaiba hojii dhala namaaYeroo dhalannu ni gammadu yeroo doonu ni boohu garuu jireenya fiixee lamman kana jidduu jiru ni irraanfatu	neutral
or_test_01559	Yaroo Ammaa tana barattuunni Diina islaam duaaii Ajaaibaarra jirra Namuu bakkuma jirtanitti Ammiin Jedhaa Rabbiin yaadaafii muraada keysan isiniif haa guutu	neutral
or_test_01560	Obboleessikoo hara shawwadamuusaa Kan bare erga waraabbessi darbeen boodaMaalooosoo caallisteemmoo gaarii tureem bar	negative
or_test_01561	Yaa waaqayyoo mee nutii Araaramii mee nuto sii yaakkineera Cubbuu keenyaa Nuf dhiisii mee Daachee keenyaati Araaramii abaarsa nuraa kasii maalo	neutral
or_test_01562	Firdii jaalisuun garii miti Kanumaa keessa immo Namni buddeen cabaa  tokkof jedhee balleessa hojeeta   macaafa fkn2821	positive
or_test_01563	Senaa Biyyaa Kamiyuu Kessaattii Gochii Tplf Ummataa Itoophiya Irrattii Rawwachaa turee Hin Jiru Ammasaa Gochaa Ykn Badii ykn Badii Jetee Himtuu Osoo Tain Jechoota Shororkesistoota Kanan duraa turan kessaattillee rammaduf nama rakkisaTPLFDinaa Ummataa Utoophiyati URL	negative
or_test_01564	Hireen jibbamtootaa amma booda gara duubati malee yoomuu hin tarkaanffattu Waraanni Bilisummaa Oromoo haras borus isa kan daanga OROMIYAA tiiksuu	neutral
or_test_01565	Kaabajamoo fi jaalatamoon sabni OROMOO deemsa karaa dheera dacheef samii gidduu akka bofa safaa qorumsi nama hiddu obsuudhan bua baii heddu dandeessani baga nagaan geessan  2014 bari kuni kan nagaa kan jaalalaa kan gamachuu kan billissuummaa nuf hatau	neutral
or_test_01566	Diinni Ummata oromoo eenyuu akka tahe ummanni oromootu ni beeka itti himuu malee barsiisu hin barbaachisu kan kun diina keessani nun jedhuu sun eenyuu ture  kan isin diina keessani nun jettan kun hoo eenyuu ture  hanga nuti diina keenya jennuunitti turaa mee	positive
or_test_01567	Hala qonna biyyatti ammayawwa gochuuf osoo olii fi gada jechaa jiruukuun immo hannaa fi angoof sabaa fi lammilee biyyatti gurgurachuuf dadhabaa jira Kanaaf nuti lammileen biyyatti tokko taane wal dhagahuun baayee barbaachisadha URL	positive
or_test_01568	Utuu diina koo narratti raajuu olii naa dhufee Luba na baase URL	neutral
or_test_01569	Hedduun nama badummaa fi hammeenya siif qabatulle ani oromummaa keetiifi namummaa ati saba keetif qabdu qofti nama boonsa diina biyyaa kana keeyisati nu arabsuu caalaa siyii biyyaa amvaafi fiiddee achitti enyuumma saba keetiin boonuun kee qofti gahaadhago	negative
or_test_01570	Hedduun nama badummaa fi hammeenya siif qabatulle ani oromummaa keetiifi namummaa ati saba keetif qabdu qofti nama boonsa diina biyyaa kana keeyisati nu arabsuu caalaa siyii biyyaa amvaafi fiiddee achitti enyuumma saba keetiin boonuun kee qofti gahaadhago	negative
or_test_01571	mootummaan turkii pr ardooganmootummaa itoophiyaatin gargaarsa waraanatin goodhafi jeecha jiraturkii adduunyaan nuraa dhoorkaa URL	negative
or_test_01572	duurisarraasboorus amaari diina ilmaan oromooti URL	neutral
or_test_01573	diini guddaan ilmaan oromoo nafxanyaadhkaan bara 150 oil gabroomseammaalee oromuuma lafaraa dhabaamsiisu barbaaduwaan nafxanyaa hin  taahin diina dhaabataa hin  qabnuu URL	positive
or_test_01574	suuran ilmaan oromoo asiin gaadi tuunyuniivarsiiti naanno amaarati dhaagan caafaqaani gaataniiakkaanan opdon birmaadumaa amaara  egsiisuf ilmaan oromoo nafxanyaaf bobaaftee opdon diina ilmaan oromooti URL	negative
or_test_01575	Seeqachuunkeeti      diinakeetiboqonnaadhooggachiisaa  Ethiopia URL	negative
or_test_01576	Galatoomaa galatoomaa Anii mal jaee himaaOolmaan isiin nuf oltaan Rahaa fi gammachuu lubbu Kaan qabuu ilmii nama hunduuDhiiftani akkana mudatuuKun kan tahee nuf jachatureHammaf hamtuun keessan ha baduuLencota koGotoota koHayyoota koFreeoromopolticalpersan URL	neutral
or_test_01577	Maraattuu Fi Sooressi Akka Argetti Haasawa Dubbiin USA Sababa gaha maker gara UN dhiibbaa itoophiyaaratti godhaa jirtu tuniis mallattuma kanaatiWayyaanee Gods seentee fi duute dua oolchuun abadan hin yaadamtuu muramte	neutral
or_test_01578	Tolaan yoo diden Humnaanis taanaan dhimma hiree ofii ofiin murteessuurratti tokko taanee haa kaanu Yoo kun hin taane fillannoo booda heera mootummaa fooyyeessu maqaa jedhuun Artikilii naannooleen hiree ofii ofiin murteessuu dandau jedhu keeysaa baasuudhaaf deemu Itti yaadaa	neutral
or_test_01579	JetteKun mammaaksa keenya taee hanga haraa itti fayyadamnaYogguu jireenyi duniyaa kanaa bitaa nutti galtuLife in Johannesburg is dangerous  jette Misgeen jenna	neutral
or_test_01580	Misge  Gaaf tokko barattoonni k12 waan fedhan irratti Essay akka barreessaniif assignment kenniteefSan booda barataan Kennesaa Lawwee jedhamu waaee gangsters of Johannesburg  katabee dhiyeesseMisgeen erga dhaggeeffattee boodaLife in Johannesburg is dangerous	neutral
or_test_01581	Kanin jedhudubbii Addisuutu akkas olkae moo Aarii Lammaa fi Xayibaan irraa jijiiramuutu ummata akkas dallansiise	neutral
or_test_01582	Bar Shimallis IA tauun isaanamni bakka Lammaa kaaamu biraan jiraachuu agarsiisa jedhamaa jiraTarii ODF fo ODF makamuu booda	neutral
or_test_01583	tokkuman  oromo dhaba  cimaadhan  hoganamu  buan  isaa  kan  kanafi  timme  lamma  jenaa URL	negative
or_test_01584	dhugaa haasauuf wanti amma university Ethiopia keessa jiran keessatti adeemsifamaa jiru isa dadhabbii uummata oromootti bishaan naquuf murtaayeedhahara barattoota oromoo fi amaaraa walitti buusuudhaaf kan adeemsifamaa jiru shira biyya kana diiguu barbaadu tauu utuma beekanii	positive
or_test_01585	Waliin bareedduu ilmaan abbaa gadaa tokko tahuun diinaaf balaa guddaa irra aanuun kessan shakkii hin qabuu jajabadhaa gala imimmaan hadha oromoo harcaaa turee deebistanii ittichitu URL	neutral
or_test_01586	Karaa caphxeen haa yaatuu malee hanga yoomiiti diina gabbarraa	negative
or_test_01587	Walnyaachuu irra tokkummaan diina keenya haa nyaannu	neutral
or_test_01588	BALAA TASA MUDATE kana jechuun maal jechuudhaa Akkamitti Hoolaan Tiksee osoo qabduu Sardiidni Dammaqsaa Dhiifamni namahin Araarsu	neutral
or_test_01589	mottumaa abba irre ethiopia ajjechaa nuraa dhabuu qabaa master planis nuraa dhabuu qabaa	positive
or_test_01590	yaa oromia haraas siif bariu dide garuu guyan sun amma gatii jira yoom sidaganee biyaa ormaa oso tenyuu lammii wali URL	neutral
or_test_01591	Jarjaraan qalbiin qabuu hirribaa kaee mugaaObsaan bara eeggatee aanan goromsaa shugaaFakkeenya bifaa malee daaraaf daakuun firaa reeKanniisaan osoo hin hiddamin damma nyaachuun jiraa reeAmmayuu deemaan jira hin xumurre deemsa kooRaafamtee nan raasinii obsi yaa garaa koo URL	negative
or_test_01592	Gadaan biyya ijaara malee biyya hin diigu	negative
or_test_01593	Buufatni fayyaa Magaalaa mioo buufata fayyaa haadhoo bara 2003 irraa eegalee hojii tajaajila kenniinsa fayyaa Hawaasa aanichaatiif kennuu kan eegale yoo tahu haalli ijaarsi isaa bilookii lama qofadhaakkasumas Dallaa dabalatee placenta pitsincinetara kan hin qabne tahuu isaati	neutral
or_test_01594	akka kabineen somalee xiqoo tana sodatan tanatu gudaa odp wajira fudhe hidhaa pawara hin qaban yaro tanatii sila pawarii isantu silaqaba amoo partii irkatuu tana sodatanii ummata oromoo tif wataka godhufi hin jiran	negative
or_test_01595	Addiisuu keenyaa leencaa koo diree dawwa tana obidiyoo muktar kadiir malee odp hin jirtuu nuraa jijiraa namnii anatuu kantiba tahaa jachuun hundii isanii kabiineen gadda keessatii namutuu casaa jarachu malee ummaata oromootif dalaguti jiranii debii dargagesa hogaansaf ciimaa kan	neutral
or_test_01596	Jawar mahamad SAlAAlE galmii walhanqiinnan moorama keessatiwalitti gadi naqannee waan garaafi gaaraa walitti himne mootummaaan komiifi gorsa ummataa kana dhagayee hatattaman akka furu abdii qaba keessattuu hattoota godinicha URL	neutral
or_test_01597	Qees Gebre Tsadikgt Qees Tolasaa yeroo tahu Abbaan Torbee shap akka hin goone kaa	positive
or_test_01598	Nutti hin dhukaasinaNuufis hin dhukaasina URL	neutral
or_test_01599	Gamatti ilaalaa biiftuu walabummaaWalqabannee ceena galaana gabrummaa URL	neutral
or_test_01600	Dhugumatti Jawar Mohammed nama kutannoonummata oromootiif qabsaau tahuu Isaa waggawaggaan nutti argisiisaa JiraJawar Mohammed nama dantaa ummataa qofaaf bitamunama dantaa Garaa isaafii angoo barbaachisammuu Isaa keessa hin jirre kutataa ilma sabaa URL	neutral
or_test_01601	Isa mitii ammas akka seenaa keessatti bara dukkanaa jedhamu sanatti deebiuu caalaa Kan nama gubu hin jiruUmmata baroota hanga kana cunqursaa jala turee amma ifni barii baateefitti deebisanii uffata gaddaa uffisuun kun maaliin akka yaadamu nuuf hin galu	negative
or_test_01602	Kun qaanii fi yeelloo baatamuu hin dandaamnee URL Kan na aarsu jidduutti ummatni jeeqamuu fi miidhamuu isaati maleewalirraa haa galchitu	neutral
or_test_01603	Lama hin jiru jedhe Shirii Kubii	neutral
or_test_01604	Kos kosiin wayiimmoo Oromummaa namarraa fuutee namaaf deebisuu barbaadde Obboleessa koo Oromoon isuma Oromoo hin taanettuu Oromummaa uffisee hammachaa ture Akka keetti Oromoon warra ganda kee duwwaadha Gandeen biyya hin ijaartu	neutral
or_test_01605	Docmarii keessan dhimma ceumsaa bittineessitanii nuu caallesitan jaalladheera    Garuu Isin hayyootni maaliif  roadmap dhimma Oromiyaa fi Oromoo jiru ifaa nuuf hin gootan  Means Indepence OR Union	negative
or_test_01606	mooataan hin bouu Your false news	negative
or_test_01607	Qabsoon Qeerrro harka warra faallaa seenee laata  OMN	negative
or_test_01608	Dogoggora bulchiinsa ODP torban kanaaLammaa fi Xayibaa aangoo irraa jijjiiruugtUmmatni ni aare Addisuun falmaa seenaa kaasuugtUmmatni ni mufate gtXiinxalaSabboonummmaa oromoo irratti haleellaan aggaamamegtUmmatni abdii kutannaa hiriiraan ibsachuu	neutral
or_test_01609	Barbadu Ixoophiyaa jiiga maale Siidan Anoole Hin jiiguIxoophiyaa Ijaaruf ka minilik Harma fi harka mure maale jibba hawasa Hin qabuu Afaan maaltu kana dubbataIts hate speechZero mindsNi dubbifama Kitaabni tasfaye Gabraabi URL	negative
or_test_01610	Tisse looni jedhiin yaaa qondaala koo kun namaa mitii habuutaadha malee kan yoo gogee dhuufu wantii isaa furmaata argatuu qaba kufaati biyya kanaafi gabrumma oromotif sabaaba kan tae isaafi fakkaatotaa isaati duraayu ammas worra isaa jala taae isa dhageefatu saniin nu ajaiberaa	neutral
or_test_01611	Kan Dambi Dollootti taaa jiruuf aangawoota natti hin fktu taatotni    Hattootaa fi qabsaaota adda nuu baasa malee	neutral
or_test_01612	Goota Sanyii goota sii miti gaadidduu kee hin qabdu Wayyaaneen URL	neutral
or_test_01613	TaajjabbiiOMN fiOBS  siidaa BJ Taaddasaa Birruu qaaman deemani  maaliif hin gabaasne URL	negative
or_test_01614	Akka miseensa ODPtti hin dandauu	neutral
or_test_01615	Haalli amma lixa oromiyaa keessatti mulatu gadi fageessanii ilaaluu barbaachisa URL	neutral
or_test_01616	Institutions federaalaa fi Fi nfinneetti keessatti jijjiiramni rearrangement hanga hin taasifamnetti jarri raacitii hedduu qabdi achi keessaIsaaniin waa gochuuf yaalu ni maltiAbiyLammichoon waljijjiiruun	positive
or_test_01617	Itti fufinuti hirmaachu hin dandeenye utuu dharraanu	neutral
or_test_01618	Ni taa jennaan harree qalleehin tau jennaan harree gannee harree vs harree	neutral
or_test_01619	Tajaala keessaniif galata qabduTwitter irrattis update nu gochuu hin dagatinaa	neutral
or_test_01620	Keessan kottu jechuun   Yeroo hin gubin	neutral
or_test_01621	Kun ittigaafatamummaa dargaggoota baratanii kan akka keessaniiti Ummata irraa dhuftanitti yogguu deebitan  1Hafuura sabboonummmaa oromoo tamsaasuu qabduGidiraa ummata keenyaa geeddaruu kan dandeenyu 2 Walii keenya waldandauu fi tokkummaa saba oromoo deebisnee dhaabuun	neutral
or_test_01622	Boqqolloo irraa wanti hin hojjatmne jira jetteetiBuddeenaMaraaMarqaaDaabbooQixxaaMooqakkk   Kun hundi boqqolloo asheeta irraa haala addaan hojjatamu	neutral
or_test_01623	Hin machaahin vs hin dhuginii	neutral
or_test_01624	Namootni hin beekne gaafa nyaatan si kofalchiisubishaan okkotee tokko fixu	neutral
or_test_01625	Kaan brand name irratti wal lolu Kun hojmanee barii itti kenname hin daganneI genuinely love him	neutral
or_test_01626	Jijjiiramnu dhufullee Gaaffiin uummanni keenya gaafachaa ture hin tuqamne Lammaa Magarsaa URL	negative
or_test_01627	Ofiin barbaada hin jettuu Roobe	neutral
or_test_01628	Finfinnee mititanuma Federaalaa iyyuu shakki	negative
or_test_01629	Barana eegee taane kanma gaddisiisa	neutral
or_test_01630	Miti NamaWaaquma jiraataa iyyuu Dubbii isaatiin qoruu mirga qabnaBiblical God is democraticKanaaffree will uumamaan nuuf kenne	neutral
or_test_01631	Maarre aabbebara sana oromoota Tuulamaa yogguu gowwomsan sanJalqaba Qeesiitu dhufalafa fudhata xaafii qotuuffira isaa fidata Gurbattii qawuxii qeesicha hin jaallanne tokkotu turtefi gaafa namtichi dhufu aka wra kni lfa kaate hin simattuni aarti	negative
or_test_01632	Guyyaan dua kee yoomiiAni siifan dua Ooli Jedhe Azmaariin tokko jedhe  oromo ethiopia africa art music	negative
or_test_01633	Ammasagantaalee keenya hojiitti hiikuufwalabummaa shaakaluuf Sadarkaa gufuu tokkollee  bakka hin qabne irra jirraHumni haala kamiin nu dura dhaabbatee sochii keenya ittisuu dandau yoo jiraate Paartii Oromoo bulchaa jiruODP dha 2	neutral
or_test_01634	Hararitti hin qamaatu taananAboo tun amaarticha dhiis ofirraa  jedhu	negative
or_test_01635	Bar dhaabbii hin qabdu akka bishaan gabatee irraati	negative
or_test_01636	AfaanOromoo afaanhojiinaannoo  Oromiyaa hin tureBurraayyuu Finfinnee  jala jirti barreeffameIam shame on OPDO URL	neutral
or_test_01637	NAFXANYAAN  UUMMATAA  Xoophiyaa  waliin waliigalee jirachuu miti waaqa isaa uumee waliin illee walii galuu hin dandeenyee Getechew Reda	neutral
or_test_01638	Alaabaan Oromoo eenyummaa  OromoottiKanaafuu  guyyaa Irreessaa  qabachuu  hin qabdanin  jechuun OPDO URL	neutral
or_test_01639	Irreessi Irree  OromootiJala bultii fiigicha ayyaana Irreesaa HoraaFinfinnee URL	neutral
or_test_01640	Yeroo dammaqiinsi ummataa akkas fiixee tuqetti fi  hoggantoota fi xiinxaltoota siyaasaa ciccimoo qabnu kanatti siyaasahawaasdiinagdee sabichaaf Strategy barbaachisan hin diriirsamu taanaan abdii nma kutachiisa	negative
or_test_01641	Ykn Paartii cimtuu hin uumneYkn waraana cimaa hin diriirsineYkn saba hin diinagdessifne	neutral
or_test_01642	1991 ABUT irra kan gahe tauu hin oolu	neutral
or_test_01643	Maaikalaawii CufameeraMani hidhaa Maaikalaawii  cufneera harka nuu rukkutaan gatii hin qabuWarra nama fannisan seeraatti dhiyeessuu	neutral
or_test_01644	Faaxema wajjin halkan guutuu haasahuuf hin tain kaa	neutral
or_test_01645	Fiction of homogeneity        Seera uumamaa hin cabsuuree	neutral
or_test_01646	paartii walitti makamuu irraa faayidan nuuti argannu tokko hin jiru Barattootni keenya du aa ajjeffamaa jiru kanaaf dhimma paartii osoon taane dhimma bilisummaa ofii labsachuutu nu baasa URL	neutral
or_test_01647	Namni gosuma afuuri jira jean 1 Nama wallaalaa kan beekaatti ofbeeku2 Nama Wallaala wallaala isaa beeku3 Nama Beekaa Beekaa tau issaa hin beeyne4 Nama Beekaa Beekaa tau issaa kan beeku akkasiiti siifgalamii kan oliitin fuudhatti kan bobaa derbujirtta akkaan silaalu	negative
or_test_01648	Jechuun gara foolisii oromiyaatti galchanii Seeraqabeessa gochuuf hin turree	negative
or_test_01649	maali akka Rissaadha duumesaa ol baate gadi jette nulaalujirta Bifa saayinsaawatattin deebissuuf Hanjemaate dhiisi gabui akka ummata due reefka immiyye Etio jette nutti bobaastetti dhoorki yoo dhoorku baattee siifi amuun keetiswaliin qilee buutan nageetti URL	negative
or_test_01650	Bar jarri meeshaa barbaachisu galfatanii jirulola malee wanta biraa karoorfatanii hin jiran	neutral
or_test_01651	7Ajandichi ajandaa dhaaba siyaasaa tokko qofa mitiMNA ni dhuunfata8Leeccalloo Oromiyaa humnaan weeraranii qabachuun fedhii dhokataa isaaniiti9Biyyattiin ni diigamti sodaa jedhu hin qabanhumnaan cunqursanii bulchuun ni dandaama jedhu URL	negative
or_test_01652	1Gaaffiin Oromoo tokkollee akka hin deebineef jarri halkanii fi guyyaa qabsaaa jiru2Siyaasni Oromoo hundee yoo gadfageeffate sodaa waan qabaniif kichuutti akka cituuf warraaqaa jiru3Falmii bilisaa siyaasaatiin akka hin injifanne beeku	neutral
or_test_01653	Osoon sii arigee Dr waa tokkoo siif himaa maal godhaa sii ariguuf natti sadarkaan kiyyaa achii hin gauu	neutral
or_test_01654	Yeroo kana wallagga keessa jiraachuu caalaa kan nama hubu hin jiru URL	neutral
or_test_01655	Jaamtu jaamti malee saree ija hin dhiqan Jedhe sabani koo	neutral
or_test_01656	Akka gaaridha Alhamdulillah maali Facebook kee maaf cufamu issaa waan sitti gabaase hin jiru URL	negative
or_test_01657	Jawwe press conference irraa yroo bahan of haa eeggatani  dubbii jajjabduu jara boquu gadi cabsu waan dubbataniif	neutral
or_test_01658	Goota jawarin gadi dhise hin deemuu jedhe kanadha URL	neutral
or_test_01659	Kun hojii gowwaa jecha hin qabneAn gruu carraa kanatti fayyadamneesiyaasa oromiyaa head up godhamuu qaban jedha	negative
or_test_01660	Dhuguma Abiyyi dantaa Oromoo fi ummatoota Itoophiyaaf kabachiisuu fedha utuu taeekan siyaasaan fi muuxannoon isa caalan Leencoo fi Lammaaakkasuma Jawwaar waliin mariatee karoorsuu qaba tureSelfambitionSheexanaaf iyyuu hin taane	negative
or_test_01661	Abiyyi  LammaaLeencoo fi Jawwaar waliin utuu hin idaamiineenyutti nu idauu fedha	negative
or_test_01662	Dhiis dubbiikun ifaa dha Siyaasa fi mala habashaan Jawwaar irratti maltu albahuu hin qabu	neutral
or_test_01663	DrAbiy utuu federaalizimii sabummaa ODP barbadeessee Federaalizimii Itoophummaa EPP hin uumin1Olaantummaa Amaarummaa kana irratti hojjachuu qaba2Oromummaa Itoophummaa keesaatti akka nucleus godhee baqsuu qaba3Poolisii afaanii qabatamaatti diriirsuu qabaetc	neutral
or_test_01664	Garuu akka qajeelfamaattiXoophiyaa egereen ishee oromiyaan durfamtuun akka Itoophiyaa bara durii olaantummaa Amaaraa waan hin jiraanneef Oromoon ni miidhama jechuun rakkisaa dhaMulata kanaan hayyootni oromoo qabsoo hubamuu irraa gara walabummaa injifannootti sochouu qabu3	neutral
or_test_01665	Filannoo itti aanu irratti dantaan sabaafi nageenyi biyyaa akka hin miidhamneefis dhaabbileen siyaasaa Oromoo saffisaan agoobara takka jalatti deebiuun walitti baquunis tumsa tolfachuun tarsiimoo filannoofi bulchiinsaa bocachuun humna filannaa tahuun bahuu qabuJM	negative
or_test_01666	Gaagaama siyaasaafi xaxama heeraa mudatuu malu keessatti Oromiyaan jeequmsatti akka hin seenneefi cehuumsi akka hin gufanneef qaama furmaataa tauuf ammumaan qophaayuu qabu JM	neutral
or_test_01667	Gaafileen Oromoon qabatee kae kan eenyummaaabbaa biyyummaa Afaaniifi diinaggee deebianii jiruu Yoo deebiuu baatan gurmaaina dhuunfaatiindeebisuu dandeenyaa Ana natti hin fakkaatu JM	neutral
or_test_01668	Kun dhugaa dhawarri habashaa Wallaga fottoquu fedha jechuun oduu dharaa facaasaa turteUmmata kaan bira hubannoo sirrii fi gahaan hin jiru	neutral
or_test_01669	Dhimma ilaalcha jaarmiyaa siyaasaatiin utuu hin tainrakkoo ummata irra gahaa jiru buuureffachuun	neutral
or_test_01670	Utuu addatti dirrree waraanaa irratti fuulaan walquunnamanii waa tokkoamma qamisii ummataa jala dhokatanii ummata fixu	neutral
or_test_01671	Isa mitiiummatni qabsoo oromoo irratti baroota dheeraan dura buuura buusee fi sabboonummaa ijaaree asiin gahebara wayyaanes xiyyeeffannaa addaatiin siyaasaa fi diinagdeen hubamaa tureHaras biiftuun gaariin hin baaneefgadadoo fi diriirfama keessa jiraachuun isaa si aarsa	neutral
or_test_01672	Bar itti fufee presidential system load godhaSuuta suuta Geographic federalism apply gochuun isaa hin ooltu Presidential system too godheakka dhuunfaatti injifachuu ni URL need of representative democracy of ODP	neutral
or_test_01673	Itti aanaan  kantiibaamagaalaaFinfinnee  IngTakkalaaUumaaaangooirraa kauuf jedhaninamoonnibaayeen toora  Feesbuukiin gadda taa jiru	neutral
or_test_01674	Lama hin jiru jedhe Shirii Kubiifamous one URL	neutral
